Timestamp,ActivityID,ActivityState,ObjectState,ActivityLabel,object
1970-01-01 03:44:00.000000,d016d3c7-b994-41da-baad-a993f3a0195c,STOP,"{'container level': 12, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 03:46:00.000000,7f4462b1-1a84-4d51-a239-e0636cf85d68,START,"{'container level': 12, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 03:50:00.000000,7f4462b1-1a84-4d51-a239-e0636cf85d68,STOP,"{'container level': 11, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 03:52:00.000000,5323fdd3-d21d-4691-bb18-2ea973a06fdf,START,"{'container level': 11, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 03:56:00.000000,5323fdd3-d21d-4691-bb18-2ea973a06fdf,STOP,"{'container level': 10, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 03:58:00.000000,0af9d34e-d51c-485e-ab1a-7720453c90be,START,"{'container level': 10, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:02:00.000000,0af9d34e-d51c-485e-ab1a-7720453c90be,STOP,"{'container level': 9, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:04:00.000000,444635c6-c37d-4c5d-b4d2-a778a0733bb6,START,"{'container level': 9, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:08:00.000000,444635c6-c37d-4c5d-b4d2-a778a0733bb6,STOP,"{'container level': 8, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:10:00.000000,02974cdc-fbd5-4ffe-9351-7d31f4578ec5,START,"{'container level': 8, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:14:00.000000,02974cdc-fbd5-4ffe-9351-7d31f4578ec5,STOP,"{'container level': 7, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:16:00.000000,e1ec6d8b-912e-4661-a708-a4a7e253ba00,START,"{'container level': 7, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:20:00.000000,e1ec6d8b-912e-4661-a708-a4a7e253ba00,STOP,"{'container level': 6, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:22:00.000000,8b87b1f3-2289-4972-94b7-1b3e8f10ba08,START,"{'container level': 6, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:26:00.000000,8b87b1f3-2289-4972-94b7-1b3e8f10ba08,STOP,"{'container level': 5, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:28:00.000000,7c2459dc-fc27-4ec3-beac-f3ee43ff4531,START,"{'container level': 5, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:32:00.000000,7c2459dc-fc27-4ec3-beac-f3ee43ff4531,STOP,"{'container level': 4, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:34:00.000000,9fb17694-256f-46c0-9945-86607356919a,START,"{'container level': 4, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:38:00.000000,9fb17694-256f-46c0-9945-86607356919a,STOP,"{'container level': 3, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:40:00.000000,58bc5adf-8d60-4f78-90a1-852e032ffd92,START,"{'container level': 3, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:44:00.000000,58bc5adf-8d60-4f78-90a1-852e032ffd92,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:46:00.000000,f0e876de-de38-47b0-bda4-094a8912ff75,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:50:00.000000,f0e876de-de38-47b0-bda4-094a8912ff75,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:52:00.000000,fb579b0b-d001-475a-ba94-a1c23cd54b84,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 04:56:00.000000,fb579b0b-d001-475a-ba94-a1c23cd54b84,STOP,"{'container level': 0, 'geometry': <POINT (24.311 56.363)>}",{},vessel01
1970-01-01 00:00:00.000000,074882d5-11bc-421b-bcd6-c7beaa872ba2,START,"{'container level': 0, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:04:00.000000,074882d5-11bc-421b-bcd6-c7beaa872ba2,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:04:00.000000,aa01ae7f-770c-42d6-a65b-084611780a6a,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:08:00.000000,aa01ae7f-770c-42d6-a65b-084611780a6a,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:08:00.000000,01bfb014-4eb1-4fe3-a24d-29295f980206,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:10:00.000000,01bfb014-4eb1-4fe3-a24d-29295f980206,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:10:00.000000,03edfe64-bc4d-49e2-adc0-b59faefc5536,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:14:00.000000,03edfe64-bc4d-49e2-adc0-b59faefc5536,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:14:00.000000,170e010c-925b-49e4-814f-a283c661ff57,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:16:00.000000,170e010c-925b-49e4-814f-a283c661ff57,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:16:00.000000,436cd9f5-f1d9-49b5-a051-12fba13f7c9b,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:20:00.000000,436cd9f5-f1d9-49b5-a051-12fba13f7c9b,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:20:00.000000,cd9739f1-2951-41d3-8994-5251a1c53c64,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:22:00.000000,cd9739f1-2951-41d3-8994-5251a1c53c64,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:22:00.000000,7eee0ec7-ade6-4fea-9ea8-f49e8c77e50d,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:26:00.000000,7eee0ec7-ade6-4fea-9ea8-f49e8c77e50d,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:26:00.000000,7c77bf05-3976-4b7f-b525-3c4240e90c05,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:28:00.000000,7c77bf05-3976-4b7f-b525-3c4240e90c05,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:28:00.000000,25475845-b5b0-4ee4-80b9-b79016e5186d,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:32:00.000000,25475845-b5b0-4ee4-80b9-b79016e5186d,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:32:00.000000,9ff8082f-3a92-41ae-ab22-e8bd90c69ae7,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:34:00.000000,9ff8082f-3a92-41ae-ab22-e8bd90c69ae7,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:34:00.000000,36a068ce-783a-416d-8854-a6320ca8c860,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:38:00.000000,36a068ce-783a-416d-8854-a6320ca8c860,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:38:00.000000,50dc4905-16b2-4cf3-895c-64778a57865e,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:40:00.000000,50dc4905-16b2-4cf3-895c-64778a57865e,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:40:00.000000,a1f87411-1c33-4394-93b5-c5d40dfeeff5,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:44:00.000000,a1f87411-1c33-4394-93b5-c5d40dfeeff5,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:44:00.000000,0fa48931-ff0d-4e39-8d8c-ff5498b2e8e7,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:46:00.000000,0fa48931-ff0d-4e39-8d8c-ff5498b2e8e7,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:46:00.000000,708f6460-516f-4481-b87f-131b91522bc6,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:50:00.000000,708f6460-516f-4481-b87f-131b91522bc6,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:50:00.000000,0cd79a4b-f49e-4f50-919f-4ed398d12a71,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:52:00.000000,0cd79a4b-f49e-4f50-919f-4ed398d12a71,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:52:00.000000,dbdf00cf-e8a3-4faa-9776-a02f5c8ba73a,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:56:00.000000,dbdf00cf-e8a3-4faa-9776-a02f5c8ba73a,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:56:00.000000,c4b07252-bf09-4771-a9b1-f6cd68d203c2,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:58:00.000000,c4b07252-bf09-4771-a9b1-f6cd68d203c2,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:58:00.000000,9ce766ae-fcc5-480d-92ed-5b7b27255aed,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:02:00.000000,9ce766ae-fcc5-480d-92ed-5b7b27255aed,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:02:00.000000,2a7a8c9b-e425-4729-8030-838a6282cc74,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:04:00.000000,2a7a8c9b-e425-4729-8030-838a6282cc74,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:04:00.000000,7f299faa-565f-4efc-aa2b-ef868909d92d,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:08:00.000000,7f299faa-565f-4efc-aa2b-ef868909d92d,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:08:00.000000,ad6027d4-3151-4bd3-bd63-eb9d396ce5ec,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:10:00.000000,ad6027d4-3151-4bd3-bd63-eb9d396ce5ec,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:10:00.000000,1773047e-ac61-45fc-b84b-9a00515380e7,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:14:00.000000,1773047e-ac61-45fc-b84b-9a00515380e7,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:14:00.000000,f4f382f4-f4ba-415f-a1bf-8ff106232965,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:16:00.000000,f4f382f4-f4ba-415f-a1bf-8ff106232965,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:16:00.000000,8fc66647-9b4c-4e2c-8bc7-80089560eac5,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:20:00.000000,8fc66647-9b4c-4e2c-8bc7-80089560eac5,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:20:00.000000,5cbeadb9-5485-42c3-ae18-df100825ab43,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:22:00.000000,5cbeadb9-5485-42c3-ae18-df100825ab43,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:22:00.000000,b220676b-87d7-4f23-8136-3d61f7e6addc,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:26:00.000000,b220676b-87d7-4f23-8136-3d61f7e6addc,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:26:00.000000,3bcf9280-81a2-4b54-9d7c-eb5a6cf4ad70,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:28:00.000000,3bcf9280-81a2-4b54-9d7c-eb5a6cf4ad70,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:28:00.000000,16446a82-d0de-44e5-adb2-4913d5e141c2,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:32:00.000000,16446a82-d0de-44e5-adb2-4913d5e141c2,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:32:00.000000,5698069e-1773-44f6-80c0-c81324771a2c,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:34:00.000000,5698069e-1773-44f6-80c0-c81324771a2c,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:34:00.000000,99565090-8e5b-4224-a9ba-104eebd14fa2,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
