Timestamp,ActivityID,ActivityState,ObjectState,ActivityLabel,object
1970-01-01 00:08:00.000000,215b7452-6cce-42c9-9b72-d256a4f3e75e,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:10:00.000000,215b7452-6cce-42c9-9b72-d256a4f3e75e,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:10:00.000000,887884df-4cb4-40b3-a728-1f7491e2724c,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:14:00.000000,887884df-4cb4-40b3-a728-1f7491e2724c,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:14:00.000000,f7198448-c479-46e3-9d6f-689d46a4f21f,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:16:00.000000,f7198448-c479-46e3-9d6f-689d46a4f21f,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:16:00.000000,4bd270c2-9154-4bcc-9ab9-3e4a6c5c74ae,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:20:00.000000,4bd270c2-9154-4bcc-9ab9-3e4a6c5c74ae,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:20:00.000000,f901a1c4-405b-4cba-928c-ab403ebda75e,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:22:00.000000,f901a1c4-405b-4cba-928c-ab403ebda75e,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:22:00.000000,7ed7b068-91de-4277-b9a2-02e3bb8afc23,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:26:00.000000,7ed7b068-91de-4277-b9a2-02e3bb8afc23,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:26:00.000000,bddb18a3-dfec-4b0f-bb33-995f5c1dce38,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:28:00.000000,bddb18a3-dfec-4b0f-bb33-995f5c1dce38,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:28:00.000000,935d0a48-799c-4cc4-aff0-055e47f29efe,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:32:00.000000,935d0a48-799c-4cc4-aff0-055e47f29efe,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:32:00.000000,6bd85f65-8962-4f8e-8f78-3909548861c0,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:34:00.000000,6bd85f65-8962-4f8e-8f78-3909548861c0,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:34:00.000000,13449fb0-4031-41a7-8d1f-01f8a591eaa5,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:38:00.000000,13449fb0-4031-41a7-8d1f-01f8a591eaa5,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:38:00.000000,b022b2e7-4606-4c38-929c-c56fa4e8201d,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:40:00.000000,b022b2e7-4606-4c38-929c-c56fa4e8201d,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:40:00.000000,ec9b1c07-3ca8-4937-ba8a-28c5c5e0d9af,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:44:00.000000,ec9b1c07-3ca8-4937-ba8a-28c5c5e0d9af,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:44:00.000000,e69b6600-c513-4e93-a7bd-d9b76592efe0,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:46:00.000000,e69b6600-c513-4e93-a7bd-d9b76592efe0,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:46:00.000000,fc150c8e-bf95-4f23-9cbe-95b9461ff71f,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:50:00.000000,fc150c8e-bf95-4f23-9cbe-95b9461ff71f,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:50:00.000000,c3d82a89-7530-4aa1-a2e0-ff14119a308f,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:52:00.000000,c3d82a89-7530-4aa1-a2e0-ff14119a308f,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:52:00.000000,7ee95106-8387-44a7-91d8-112bce223887,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:56:00.000000,7ee95106-8387-44a7-91d8-112bce223887,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:56:00.000000,e65fcfb5-5345-40ce-ae84-7e126950877c,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:58:00.000000,e65fcfb5-5345-40ce-ae84-7e126950877c,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 00:58:00.000000,b2fdc5e2-722c-4895-9088-7d1abe7a6276,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:02:00.000000,b2fdc5e2-722c-4895-9088-7d1abe7a6276,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:02:00.000000,8cba4b30-f46f-4efd-875b-07c8c8a9c195,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:04:00.000000,8cba4b30-f46f-4efd-875b-07c8c8a9c195,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:04:00.000000,88a86e73-ff77-426c-bca6-c2a1ca9396d4,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:08:00.000000,88a86e73-ff77-426c-bca6-c2a1ca9396d4,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:08:00.000000,d044008b-eeea-4076-97de-c33cf2bcce4a,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:10:00.000000,d044008b-eeea-4076-97de-c33cf2bcce4a,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:10:00.000000,4553700a-eef3-4a10-9bc8-f0e1381dc3f6,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:14:00.000000,4553700a-eef3-4a10-9bc8-f0e1381dc3f6,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:14:00.000000,d90ec4cd-efde-439e-b5f8-8c2c5dd788a6,START,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:16:00.000000,d90ec4cd-efde-439e-b5f8-8c2c5dd788a6,STOP,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:16:00.000000,476e924b-b6e2-420d-a3a4-0060c2a32cca,START,"{'container level': 1, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
1970-01-01 01:20:00.000000,476e924b-b6e2-420d-a3a4-0060c2a32cca,STOP,"{'container level': 2, 'geometry': <POINT (24.311 56.363)>}",{},Quay Site
